2017	4	1	30	553.0
2017	5	1	31	1220.0
2017	6	1	30	2230.0
2017	7	1	31	2460.0
2017	8	1	31	2070.0
2017	9	1	30	1580.0
2017	10	1	31	1250.0
2017	11	1	30	575.0
2017	12	1	31	426.0
2018	1	1	31	395.0
2018	2	1	28	346.0
2018	3	1	31	321.0
2018	4	1	30	350.0
2018	5	1	31	1530.0
2018	6	1	30	2020.0
2018	7	1	31	1980.0
2018	8	1	31	1770.0
2018	9	1	30	1560.0
2018	10	1	31	874.0
2018	11	1	30	564.0
2018	12	1	31	491.0
2019	1	1	31	444.0
2019	2	1	28	402.0
2019	3	1	31	364.0
2019	4	1	30	358.0
2019	5	1	31	922.0
2019	6	1	30	1790.0
2019	7	1	31	1430.0
2019	8	1	31	1330.0
2019	9	1	30	1180.0
2019	10	1	31	1040.0
2019	11	1	30	611.0
2019	12	1	31	434.0
