#
#
# US Geological Survey, Water Resources Data
# retrieved: 2023-01-23 14:18:18 EST      (caww01)
#
# This file contains USGS Surface-Water Monthly Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit https://waterdata.usgs.gov/nwis/?dv_statistics_disclaimer.
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd    agency code
# site_no USGS site number
# parameter_cd
# ts_id
# year_nu Calendar year for value
# month_nu     Month for value
# mean_va monthly-mean value.
#         if there is not complete record
#         for a month this field is blank
#
#
# Sites in this file include:
# USGS 15453500 YUKON R NR STEVENS VILLAGE AK
# 
# Explanation of Parameter Code and ts_id used in the Statistics Data 
# parameter_cd	Parameter Name					ts_id	Location Name
# 00060		Discharge, cubic feet per second		1038	
#
#
agency_cd	site_no	parameter_cd	ts_id	year_nu	month_nu	mean_va
5s	15s	5s	3n	4s	2s	12n
USGS	15453500	00060	1038	2015	5	308100
USGS	15453500	00060	1038	2015	6	251000
USGS	15453500	00060	1038	2015	7	211200
USGS	15453500	00060	1038	2015	8	218400
USGS	15453500	00060	1038	2015	9	274100
USGS	15453500	00060	1038	2015	10	160200
USGS	15453500	00060	1038	2015	11	81930
USGS	15453500	00060	1038	2015	12	52810
USGS	15453500	00060	1038	2016	1	41030
USGS	15453500	00060	1038	2016	2	35170
USGS	15453500	00060	1038	2016	3	30680
USGS	15453500	00060	1038	2016	4	30000
USGS	15453500	00060	1038	2016	5	316500
USGS	15453500	00060	1038	2016	6	270100
USGS	15453500	00060	1038	2016	7	258800
USGS	15453500	00060	1038	2016	8	297800
USGS	15453500	00060	1038	2016	9	210100
USGS	15453500	00060	1038	2016	10	112800
USGS	15453500	00060	1038	2016	11	50800
USGS	15453500	00060	1038	2016	12	39680
USGS	15453500	00060	1038	2017	1	31420
USGS	15453500	00060	1038	2017	2	25000
USGS	15453500	00060	1038	2017	3	21100
USGS	15453500	00060	1038	2017	4	20920
USGS	15453500	00060	1038	2017	5	239800
USGS	15453500	00060	1038	2017	6	205900
USGS	15453500	00060	1038	2017	7	191300
USGS	15453500	00060	1038	2017	8	184600
USGS	15453500	00060	1038	2017	9	167600
USGS	15453500	00060	1038	2017	10	116500
USGS	15453500	00060	1038	2017	11	60020
USGS	15453500	00060	1038	2017	12	40680
USGS	15453500	00060	1038	2018	1	32090
USGS	15453500	00060	1038	2018	2	27250
USGS	15453500	00060	1038	2018	3	23620
USGS	15453500	00060	1038	2018	4	21590
USGS	15453500	00060	1038	2018	5	241000
USGS	15453500	00060	1038	2018	6	266900
USGS	15453500	00060	1038	2018	7	216000
USGS	15453500	00060	1038	2018	8	220400
USGS	15453500	00060	1038	2018	9	223300
USGS	15453500	00060	1038	2018	10	99740
USGS	15453500	00060	1038	2018	11	57270
USGS	15453500	00060	1038	2018	12	40880
USGS	15453500	00060	1038	2019	1	31330
USGS	15453500	00060	1038	2019	2	25760
USGS	15453500	00060	1038	2019	3	23120
USGS	15453500	00060	1038	2019	4	38420
USGS	15453500	00060	1038	2019	5	238300
USGS	15453500	00060	1038	2019	6	212200
USGS	15453500	00060	1038	2019	7	146000
USGS	15453500	00060	1038	2019	8	193800
USGS	15453500	00060	1038	2019	9	137900
USGS	15453500	00060	1038	2019	10	99820
USGS	15453500	00060	1038	2019	11	51680
USGS	15453500	00060	1038	2019	12	37810
USGS	15453500	00060	1038	2020	1	28010
USGS	15453500	00060	1038	2020	2	23210
USGS	15453500	00060	1038	2020	3	20580
USGS	15453500	00060	1038	2020	4	23470
USGS	15453500	00060	1038	2020	5	290400
USGS	15453500	00060	1038	2020	6	368500
USGS	15453500	00060	1038	2020	7	286000
USGS	15453500	00060	1038	2020	8	265500
USGS	15453500	00060	1038	2020	9	240600
USGS	15453500	00060	1038	2020	10	126100
USGS	15453500	00060	1038	2020	11	63000
USGS	15453500	00060	1038	2020	12	52020
USGS	15453500	00060	1038	2021	1	40290
USGS	15453500	00060	1038	2021	2	33700
USGS	15453500	00060	1038	2021	3	29470
USGS	15453500	00060	1038	2021	4	27070
USGS	15453500	00060	1038	2021	5	226700
USGS	15453500	00060	1038	2021	6	334800
USGS	15453500	00060	1038	2021	7	216800
USGS	15453500	00060	1038	2021	8	194900
USGS	15453500	00060	1038	2021	9	187600
USGS	15453500	00060	1038	2021	10	111200
USGS	15453500	00060	1038	2021	11	54080
USGS	15453500	00060	1038	2021	12	39760
USGS	15453500	00060	1038	2022	1	33270
USGS	15453500	00060	1038	2022	2	29830
USGS	15453500	00060	1038	2022	3	28190
USGS	15453500	00060	1038	2022	4	27850
