#
#
# US Geological Survey, Water Resources Data
# retrieved: 2023-01-25 08:51:15 EST      (caww01)
#
# This file contains USGS Surface-Water Monthly Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit https://waterdata.usgs.gov/nwis/?dv_statistics_disclaimer.
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd    agency code
# site_no USGS site number
# parameter_cd
# ts_id
# year_nu Calendar year for value
# month_nu     Month for value
# mean_va monthly-mean value.
#         if there is not complete record
#         for a month this field is blank
#
#
# Sites in this file include:
# USGS 14211720 WILLAMETTE RIVER AT PORTLAND, OR
# 
# Explanation of Parameter Code and ts_id used in the Statistics Data 
# parameter_cd	Parameter Name					ts_id	Location Name
# 00060		Discharge, cubic feet per second		172765	
#
#
agency_cd	site_no	parameter_cd	ts_id	year_nu	month_nu	mean_va
5s	15s	5s	3n	4s	2s	12n
USGS	14211720	00060	172765	2012	3	80500
USGS	14211720	00060	172765	2012	4	73450
USGS	14211720	00060	172765	2012	5	35600
USGS	14211720	00060	172765	2012	6	23990
USGS	14211720	00060	172765	2012	7	13390
USGS	14211720	00060	172765	2012	8	10490
USGS	14211720	00060	172765	2012	9	10550
USGS	14211720	00060	172765	2012	10	17680
USGS	14211720	00060	172765	2012	11	60910
USGS	14211720	00060	172765	2012	12	92270
USGS	14211720	00060	172765	2013	1	34350
USGS	14211720	00060	172765	2013	2	30100
USGS	14211720	00060	172765	2013	3	29810
USGS	14211720	00060	172765	2013	4	31860
USGS	14211720	00060	172765	2013	5	21570
USGS	14211720	00060	172765	2013	6	16400
USGS	14211720	00060	172765	2013	7	10770
USGS	14211720	00060	172765	2013	8	10210
USGS	14211720	00060	172765	2013	9	14660
USGS	14211720	00060	172765	2013	10	22300
USGS	14211720	00060	172765	2013	11	30080
USGS	14211720	00060	172765	2013	12	25840
USGS	14211720	00060	172765	2014	1	26020
USGS	14211720	00060	172765	2014	2	84460
USGS	14211720	00060	172765	2014	3	76490
USGS	14211720	00060	172765	2014	4	39400
USGS	14211720	00060	172765	2014	5	29560
USGS	14211720	00060	172765	2014	6	16280
USGS	14211720	00060	172765	2014	7	12470
USGS	14211720	00060	172765	2014	8	10620
USGS	14211720	00060	172765	2014	9	9747
USGS	14211720	00060	172765	2014	10	15360
USGS	14211720	00060	172765	2014	11	38020
USGS	14211720	00060	172765	2014	12	75690
USGS	14211720	00060	172765	2015	1	46750
USGS	14211720	00060	172765	2015	2	43380
USGS	14211720	00060	172765	2015	3	24220
USGS	14211720	00060	172765	2015	4	18860
USGS	14211720	00060	172765	2015	5	12600
USGS	14211720	00060	172765	2015	6	10350
USGS	14211720	00060	172765	2015	7	8651
USGS	14211720	00060	172765	2015	8	8526
USGS	14211720	00060	172765	2015	9	7505
USGS	14211720	00060	172765	2015	10	7318
USGS	14211720	00060	172765	2015	11	24150
USGS	14211720	00060	172765	2015	12	108400
USGS	14211720	00060	172765	2016	1	69250
USGS	14211720	00060	172765	2016	2	51050
USGS	14211720	00060	172765	2016	3	63650
USGS	14211720	00060	172765	2016	4	24200
USGS	14211720	00060	172765	2016	5	18230
USGS	14211720	00060	172765	2016	6	15390
USGS	14211720	00060	172765	2016	7	11290
USGS	14211720	00060	172765	2016	8	8656
USGS	14211720	00060	172765	2016	9	8656
USGS	14211720	00060	172765	2016	10	35480
USGS	14211720	00060	172765	2016	11	50600
USGS	14211720	00060	172765	2016	12	67550
USGS	14211720	00060	172765	2017	1	51020
USGS	14211720	00060	172765	2017	2	93410
USGS	14211720	00060	172765	2017	3	89500
USGS	14211720	00060	172765	2017	4	52030
USGS	14211720	00060	172765	2017	5	38760
USGS	14211720	00060	172765	2017	6	18040
USGS	14211720	00060	172765	2017	7	11130
USGS	14211720	00060	172765	2017	8	11310
USGS	14211720	00060	172765	2017	9	11060
USGS	14211720	00060	172765	2017	10	24150
USGS	14211720	00060	172765	2017	11	54230
USGS	14211720	00060	172765	2017	12	32580
USGS	14211720	00060	172765	2018	1	56050
USGS	14211720	00060	172765	2018	2	31720
USGS	14211720	00060	172765	2018	3	35370
USGS	14211720	00060	172765	2018	4	47180
USGS	14211720	00060	172765	2018	5	15830
USGS	14211720	00060	172765	2018	6	13900
USGS	14211720	00060	172765	2018	7	9308
USGS	14211720	00060	172765	2018	8	7758
USGS	14211720	00060	172765	2018	9	7885
USGS	14211720	00060	172765	2018	10	7158
USGS	14211720	00060	172765	2018	11	9417
USGS	14211720	00060	172765	2018	12	32930
USGS	14211720	00060	172765	2019	1	37920
USGS	14211720	00060	172765	2019	2	37710
USGS	14211720	00060	172765	2019	3	28570
USGS	14211720	00060	172765	2019	4	78620
USGS	14211720	00060	172765	2019	5	18520
USGS	14211720	00060	172765	2019	6	12160
USGS	14211720	00060	172765	2019	7	6505
USGS	14211720	00060	172765	2019	8	6074
USGS	14211720	00060	172765	2019	9	8116
USGS	14211720	00060	172765	2019	10	10420
USGS	14211720	00060	172765	2019	11	8717
USGS	14211720	00060	172765	2019	12	16150
USGS	14211720	00060	172765	2020	1	66160
USGS	14211720	00060	172765	2020	2	47800
USGS	14211720	00060	172765	2020	3	15150
USGS	14211720	00060	172765	2020	4	22450
USGS	14211720	00060	172765	2020	5	19330
USGS	14211720	00060	172765	2020	6	18950
USGS	14211720	00060	172765	2020	7	9011
USGS	14211720	00060	172765	2020	8	7233
USGS	14211720	00060	172765	2020	9	9215
USGS	14211720	00060	172765	2020	10	13050
USGS	14211720	00060	172765	2020	11	28470
USGS	14211720	00060	172765	2020	12	52100
USGS	14211720	00060	172765	2021	1	79540
USGS	14211720	00060	172765	2021	2	57970
USGS	14211720	00060	172765	2021	3	26720
USGS	14211720	00060	172765	2021	4	17180
USGS	14211720	00060	172765	2021	5	13160
USGS	14211720	00060	172765	2021	6	13710
USGS	14211720	00060	172765	2021	7	6401
USGS	14211720	00060	172765	2021	8	5214
USGS	14211720	00060	172765	2021	9	7597

